id,verdict,tag,conf,reason
282539 9dd1a350-99ff-4b4d-8cfe-393e81e4ffbb,OK,unrelated,1.0,Questions address different personal issues.
323244 0b0d8331-5a98-423b-a784-2ac981786678,OK,identical,1.0,Both questions ask about tracking expenses.
358057 b0a9a74a-e363-4574-a045-9c4fb115dce3,OK,unrelated,1.0,Questions address different mathematical concepts.
59484 75e9541a-7ccc-47a7-8226-47e82fa91a73,OK,unrelated,1.0,Questions are about different subjects.
298671 bd7ca4b8-1840-481f-b410-f6bfc503f26d,B,scope,0.7,Different focus: 'thing' vs 'thing done'.
68206 96992cca-81ad-4d88-b12a-f66470ccf0ed,OK,identical,1.0,Both questions ask about living in Melbourne.
177354 520b91cb-94c8-4cc3-8987-7d17605b74cf,OK,scope,0.9,Different amounts but similar overall intent.
169739 a4445a0f-67d9-4adf-a481-18d1b7536ecb,OK,scope,0.9,First question is more specific about exercise.
303937 7d3c5fce-8fef-452b-b700-3ceaab58a6ef,B,scope,0.7,Different focuses on the phrase and context.
94171 7e0f6bcf-11ad-496c-ba29-86e41ee0b44e,OK,scope,0.9,Questions address different hair treatment timings.
159161 51bbf492-46be-4c03-83b7-a5b743c340b0,B,scope,0.7,Different focuses on process vs. characteristics.
181134 32295e5b-befb-4397-b4eb-dfd7fb36d99f,OK,entity,0.9,"Different games, but both ask for world maps."
185818 d5a0d74e-0fbf-49c9-8cbb-196267a54417,OK,unrelated,1.0,Questions address entirely different topics.
365689 dc844412-172a-4848-a473-dd8152bf394b,B,scope,0.7,"One is general, the other is specific to India."
111854 0fa463fb-14c6-455b-8f5c-f90cebbb6ef9,OK,scope,0.9,Both questions address the same topic of character limits.
257949 233fc53f-b53a-41cc-8fa2-8a44d5204c4d,OK,unrelated,0.9,Questions address different aspects of protein science.
162136 57e6a7ac-7224-4181-ab46-e3c4e821d01d,OK,unrelated,1.0,Questions are about entirely different topics.
74127 0e35fa96-6e20-407a-bd83-6a6d431f809d,OK,identical,1.0,Both questions ask the same underlying issue.
351184 1e665fa2-3152-46b6-8c95-75b8ae2af94d,B,scope,0.7,"Different scopes: one is general, the other specific."
75294 fab6ee9c-7760-4aab-8d89-e07d173b2885,OK,unrelated,1.0,Questions are about different services in different locations.
200779 166711d3-3a42-4aa7-93de-39a6af89cb38,A,scope,0.9,First question is broader and includes price determination.
10518 16085c40-0463-4763-99f8-ef2ec4e0c433,OK,unrelated,1.0,Different concepts: transdisciplinarity vs science.
325106 31e7db30-80c9-48b1-98c3-27a3f5fe85fd,OK,entity,0.9,Different countries imply different contexts for value.
98711 952e86b1-6217-4d22-900f-553c1f927897,OK,scope,0.9,Both questions ask about viewing private accounts.
206276 8d8d0294-b035-4fcf-aac4-49928c33bce0,OK,entity,1.0,Different years indicate different eligibility criteria.
69106 1d5e9e94-1400-47de-b8d1-f7c0c813689c,A,negation,0.9,Questions have opposite implications about France leaving the EU.
318908 2b77deca-594a-4529-b50c-81570042e35c,A,scope,0.9,Questions ask differently about the same comparison.
9584 c3b268f6-b84a-4f55-80b7-5c577a412373,OK,identical,1.0,Both questions ask for the best book for teens.
159819 16a0e391-e712-4a20-b1ec-c27667c917ed,OK,unrelated,1.0,Questions address entirely different topics.
294325 298e00af-1985-483d-a3db-e24c97ba04d5,OK,unrelated,1.0,Questions are about completely different topics.
378368 6354c419-f309-4aaf-83c4-c6478063aeac,OK,identical,1.0,Both questions ask the same thing.
282723 6208c6bc-f7b4-4e77-a5a7-0f8a65edb127,A,unrelated,0.9,Questions address different topics entirely.
22162 eb27bedb-6096-4b0e-a13d-1469173e4a1f,B,scope,0.7,Different focus on prevention vs. stopping loss.
42867 ae7dcea0-bf98-4ec9-ba17-659a12f90fc9,OK,unrelated,1.0,Questions address different topics entirely.
154031 7200a890-07ba-422e-af9a-8ce8fca193f0,OK,unrelated,0.9,Questions are about different countries and contexts.
378285 20b4df2c-5e8d-4284-a915-07d813de931e,OK,unrelated,1.0,Questions address different topics and occasions.
117816 ed833b1c-041e-4871-be14-019476924b1a,OK,unrelated,1.0,Questions address different topics about hotels.
110836 053346ac-c48a-4cd9-82ef-3b73560b66ca,OK,scope,0.9,Different aspects of stair climbing measurement.
159930 1917bcbd-cee8-4bc7-8030-d2bb8fd7472f,A,scope,0.9,"First question asks for reasons, second does not."
89029 99aa2bad-c924-4f59-89b2-4090f3c5f9f9,OK,scope,0.9,Questions address different aspects of penis stiffness.
86087 519d7d19-1174-4a35-af08-d812c2c6a970,OK,scope,0.9,Both questions address belief in God but differ in focus.
185512 4686301a-d4df-4f31-8008-ca0bfd388c74,OK,unrelated,1.0,Questions are about different topics entirely.
83593 d3fe5422-9c21-497f-b3f2-a6954d465c32,B,scope,0.7,"One asks for the best, the other for some."
324621 11b193ec-fb20-4965-9d67-0d93d80060a2,OK,unrelated,0.9,Questions address different aspects of the Sieve of Eratosthenes.
77200 42b729bb-5b2e-4d05-a167-8b1cc5e0285a,OK,unrelated,1.0,Questions are about different topics entirely.
23588 721996d6-b26b-45b8-ab99-707080c60ec1,OK,scope,0.9,Different specific resources for Premiere Pro.
194331 ad111774-966b-45ae-a74d-6029d0167e51,OK,entity,0.9,Different entities are discussed in both questions.
162038 b6d07c14-a94c-4463-9828-6e05accc74f9,OK,unrelated,1.0,Questions are about different dishes and cooking methods.
250804 10f4bfb9-038f-4ba2-8592-3688e8cfef31,OK,unrelated,1.0,Different websites and contexts are discussed.
39541 e98d1eb9-8230-4a8a-a811-2732967f9f4f,OK,unrelated,1.0,Questions address different topics entirely.
257685 3c397927-f34c-483e-966e-afd880fdf176,OK,unrelated,1.0,Questions address different operating systems and tasks.
89734 088c2038-1afa-40e8-afcb-78c280f9eb0b,B,scope,0.7,Different focus on recovery methods and account access.
276172 481c35a9-43f8-4dc6-a082-3369ae8abb35,OK,unrelated,1.0,Questions address different topics entirely.
206644 2d9d0f6b-8253-4348-b212-da8146f87562,OK,identical,1.0,Both questions ask about humans not needing sleep.
332965 c55fed2f-5c28-44f2-940b-87289ba64e7c,OK,scope,0.9,"Different scopes: one is general, the other specific."
374679 c950d0e4-9a2b-4ba2-8833-0dfe9157cd01,OK,unrelated,0.9,Questions address different aspects of driver's testing.
327348 98266f52-bc02-4faf-b12f-1aef7c02b039,OK,unrelated,0.9,Questions are about different topics entirely.
213387 121c7899-ead8-4601-b767-e8cfa009b337,B,scope,0.7,Different specificity about iPhone models.
273014 cc398247-7ddb-46c2-a81d-ac4f09a7241f,OK,scope,0.9,Different specificity regarding zip code information.
54343 fd1e8b67-9b4e-41fd-ac3a-5fb85eea4551,B,scope,0.7,Different focus on exam mode preference vs. best mode.
270085 41b2599b-d910-4a67-b44e-ab86a1883566,OK,scope,0.9,Questions address different aspects of atheism and depression.
27122 17dc6c8f-2556-4672-b0fe-94d919dfd0c8,OK,unrelated,1.0,Questions are about entirely different topics.
64371 c813afea-671e-4188-9ea5-6afd984a8f5f,OK,unrelated,1.0,Questions address different topics entirely.
265887 d03c0620-e611-4100-8166-89d47aa85c1d,OK,scope,0.9,Questions address different aspects of teaching.
343625 49f161b7-b1ae-475f-b74c-f8a8814fa03c,OK,lexical_gap,0.9,Innovative and interesting are similar in this context.
155093 29efb264-a94d-4bc7-b24b-160561b4ed35,B,scope,0.7,Different focuses on feasibility vs. age limits.
302320 e6f8691f-9c66-40df-b1f6-8559c529e0da,B,scope,0.7,Different in number and specificity of actresses.
352514 b131d093-e5c7-4570-8046-b805c73a892e,OK,lexical_gap,0.9,Both questions ask about the same government decision.
70093 8aef0e33-1636-4e80-bd25-74ac7f1f8834,B,scope,0.7,Different time periods and entities are compared.
401260 b997e607-a13f-4ce2-9955-1a82afa27df1,A,negation,0.9,Questions differ in focus on feelings vs. experiences.
166081 f070078b-2f02-467f-bb7c-b05157b0db4c,B,scope,0.7,Different emphasis on 'best ways' vs 'easily'.
278802 1a8c8834-76fa-4094-b529-72c8e7049842,OK,unrelated,0.9,Questions address different topics and contexts.
43106 a6d6bf4b-77ab-4b2a-87d7-749ef368cf6a,B,scope,0.7,Different focuses on beauty vs. moisture.
263440 fc472713-b120-4fbe-bb70-5ef0954d7109,B,scope,0.7,Different focus: activities vs. best place.
283663 ec7e9d7c-b3ae-412b-91c3-e909ce29cfed,B,scope,0.7,Different contexts for turning someone down.
84759 7ae36a6b-b886-4517-9309-5f5aa8d419d6,B,scope,0.7,Different perspectives on improving sexual experience.
118566 dfecc226-4d3e-4fb9-9e03-db29d46bb078,B,scope,0.7,Different focuses on writing skills and analysis.
163677 868e360f-9ecb-4644-ba16-151efd450f15,B,scope,0.7,Different perspectives on culture shock experiences.
231996 58e825d6-2e2a-40fc-833d-adb9ef811986,B,scope,0.7,Different focuses on GST's introduction vs. consumption-based aspects.
44312 55a7e747-52bc-41cc-b19f-9e33bed0ea8d,OK,scope,0.9,Both questions ask for recommendations on dance songs.
112600 695de4df-9d08-4755-9325-226a31407289,A,scope,0.9,Questions differ in subject focus: personal vs. universal.
138975 a493b6c2-819c-46a6-b37a-9e50fda24a4b,B,scope,0.7,Different focuses on overcoming vs. inability to beat.
183812 fc405979-3420-4358-a24d-6a4d567722ef,OK,entity,0.9,Different colleges imply different contexts for majors.
359852 58dd9cbd-e3e5-4d1d-94a4-628488e11b32,B,scope,0.7,Learning and practicing empathy are related but distinct.
339610 3877cc15-f741-4505-86c6-40c29516e396,B,scope,0.7,Different specificity in project ideas and context.
77844 f58eb8a5-456d-4d78-be65-dc25e68a8a03,OK,unrelated,1.0,Questions are about different topics entirely.
342541 253edf09-c7c0-44cb-9b2a-91cea8a2c4a0,B,scope,0.7,Different focuses on relationship success vs. survival tips.
286594 a27bd930-baf0-4290-a5a6-0566266bf600,OK,scope,0.9,Different focuses: enjoyment vs. societal importance.
291509 f4250e1a-6999-48f5-8307-2e06677ad613,OK,lexical_gap,0.9,Both questions seek advice on employment.
342317 885514ca-8ba9-421b-9d63-9b32177f2a0e,OK,identical,1.0,Both questions are identical in meaning and structure.
180541 0553e279-c5ab-4391-bdea-5fdc28663a69,OK,unrelated,1.0,Questions address different topics entirely.
373830 7938d25e-7906-436b-b087-1e0f806de73c,OK,unrelated,1.0,Questions address different topics about onions.
72397 ffcbb6fd-f3bd-4444-8474-a789400a3757,OK,lexical_gap,0.9,Both questions ask about difficulty in studying.
379956 0e4c85ae-f5d2-4dd5-8ad4-a71a5786966f,OK,entity,1.0,Different companies imply different corporate cultures.
192922 b2b60ee9-5eb3-41cc-84e9-d4e4865f9238,OK,scope,0.9,Different scopes of inquiry about murderers.
263374 c5467d32-0c9d-4d8a-9eac-67a23a5680cd,OK,identical,1.0,Both questions ask for the same information.
253068 17f2067c-c6a5-4183-ae32-7b2049ba1656,OK,unrelated,1.0,Questions address different topics regarding Trump.
188214 9ec0942b-e92e-41a9-9027-efcc03f16a8d,B,scope,0.8,Questions differ in focus on proof vs evidence.
381434 ff0a5fa6-d151-431c-9bdc-9d3cf2f60835,OK,unrelated,1.0,Questions are about entirely different topics.
347269 3895ec71-9bcd-41d6-9864-5ccb699bcdf9,OK,scope,0.9,Questions address different aspects of Nairs' identity.
40019 092a9021-79e3-4851-99cd-3c1032a57939,B,scope,0.7,Different contexts for asking questions online.
389993 abe7ef3f-0b40-47fd-9b0f-d9643b77679a,OK,scope,0.9,Different scores and fields of study.
269377 625f8caa-b9c4-4eea-91c5-b340dfa0253f,OK,scope,0.9,Questions address different aspects of Snowden's actions.
225632 3ad7ebc5-8165-4965-8d7c-bec68afe226b,OK,unrelated,1.0,Questions are about different countries and contexts.
283765 488a2481-19f6-4fd1-92ec-9c231cf75c3f,OK,lexical_gap,0.9,Both questions ask about bisexuality in India.
170991 b95d91ee-625b-4da4-938b-349adf1411a5,OK,scope,0.9,Questions address different scopes of perception.
207545 636f3705-b11d-4bff-b449-03523e631968,A,scope,0.9,Different upgrade paths imply different considerations.
348858 28455746-9c2f-4349-a237-1731a79c9428,OK,identical,0.9,Both questions ask about career options after 12th.
360902 5c75b8e4-8797-4293-8cf2-1994b3803b71,B,scope,0.7,"Different contexts: one for IIT JEE, one for droppers."
182684 a3ff0734-1ff5-4be0-a715-1b1463fad4ef,OK,unrelated,1.0,Questions address different topics entirely.
28865 d229b9e1-af32-43e3-815e-392e86b62cf1,OK,unrelated,1.0,Questions are about entirely different topics.
284441 04e96cd3-6565-4b80-aaf1-e08458f3dae8,OK,unrelated,0.95,Questions are about different platforms and content.
53551 26f170f0-e657-4173-9aa5-74c7abd3645e,A,entity,0.9,Different engineering disciplines imply different skills and experiences.
373545 9771e502-a8a7-428d-a58e-2a2d606359d9,OK,identical,1.0,Questions ask for the same examples in different order.
123419 9da855cd-1b81-485e-89d1-555af5514ca7,OK,unrelated,1.0,"Different battery types, no overlap in content."
76040 a9a9fa32-d3a5-49be-b2c7-452d77fe10e9,OK,unrelated,0.9,Questions address different topics entirely.
121050 7eefcd3f-38f9-4f85-bbd0-bcf8624a8505,OK,unrelated,1.0,Questions are about different subjects.
126375 ffb4c5c5-82cc-4ac1-87f5-11092fd6df9a,OK,scope,0.9,Both questions ask about the best country to live.
89915 10f2060a-65e9-453f-9582-7e07536fe0b5,OK,identical,1.0,Both questions ask for book recommendations.
162438 8b1901f8-8115-494a-a169-1741bbfa2ce2,B,scope,0.7,Different scopes of saving money contexts.
130707 3eedfd75-20a9-4d5c-adc0-41e6a446f7d1,B,scope,0.7,Different in specificity of movie selection.
197375 b1dbd393-f9f2-47be-ad55-06c0048ef1bd,OK,scope,0.9,"One asks for related documents, the other for needed documents."
315130 21af0a54-7d4b-4955-93cc-b9bfe62a85e0,OK,unrelated,0.9,Questions address different punctuation rules.
6373 527e18ab-6327-46ae-9cb1-2ce55fd4907e,OK,unrelated,1.0,Questions address different aspects of artifacts.
295929 b43f9c01-05f1-4f80-9404-ab47f4369696,OK,scope,0.9,Different focuses on gender and age in locker rooms.
312541 ebd50a64-3138-42e9-9888-8fba89571bbf,OK,scope,0.9,Different focuses on best/worst vs. interesting.
269929 733a0e27-f0cf-427e-8af1-b535de625733,OK,scope,0.9,Different words but similar structure and intent.
108798 5244b115-e58f-481b-9c12-9fca4048b29d,OK,unrelated,1.0,Questions are about different topics entirely.
300855 5e1d9a3b-e012-4ca4-9cfa-684f06b5aa6d,B,scope,0.7,Questions differ in focus on energy types.
332397 5a749840-7b29-4592-be7f-c047c98a5c1a,OK,lexical_gap,0.9,Both questions seek thesis topic suggestions.
401610 8eff4798-7601-408f-a28e-172e7e8015e0,OK,unrelated,0.9,Questions address different topics about tempered glass.
4958 b6d12cf9-e975-4f93-b73a-f99cb284a74e,OK,scope,0.9,Questions address different aspects of BJTs.
241826 a77d5182-bc5e-43c1-8801-ada19bcf6348,B,scope,0.7,Different focus: better internship vs. choice of internship.
233502 ff4c2727-525d-426e-8818-f09d624aac03,B,scope,0.7,Photos are a specific type of data.
184301 8c7584b2-1639-4819-82f4-f9e3e7667bef,B,scope,0.7,Different focus on 'top' vs 'best free'.
356691 665a31da-7efc-472c-9f43-2d90b19af579,OK,scope,0.9,Different locations but similar inquiry about car services.
191343 2bb9fca3-7d5b-4866-8ac2-4d8e58ca28a3,OK,scope,0.9,Different contexts but both ask for self-description.
180472 78673aae-e0f7-46c1-9fce-da435d59b28f,OK,scope,0.9,One question is more specific about ratings.
49815 9c3a48ab-af26-477e-b0bf-1631bdffb397,A,scope,0.9,"Different specificity; one asks for the best, the other for some."
98116 d9293838-cb87-45a2-ab89-8089e82d9c7c,OK,scope,0.9,Questions address different aspects of Wipro's hiring process.
60140 52c74778-c2b0-47f1-8629-d1127819116e,OK,scope,0.9,Questions address different contexts of leaving India.
333164 1815258b-1ba6-49f1-a80d-5d9a24f09987,B,scope,0.7,"One asks for best places, the other for one place."
35871 5fa345ca-a569-45d1-ac10-40ce73485b8b,B,scope,0.7,Different focus on 'best' vs 'can buy'.
76189 c01032ad-2905-41d9-a434-057c827cefa3,OK,lexical_gap,0.9,Both questions ask about spices for spaghetti sauce.
291678 3756d4be-103d-469c-9747-739eafacf699,B,scope,0.7,Different implications about learning from a father.
115909 fc1a4e87-9dc9-4f3a-9230-7c4fc32e7350,A,scope,0.9,One question is more specific than the other.
93670 cc697f44-d26b-4ee2-aab6-e898b21f70ed,B,scope,0.7,Questions focus on similar concepts but differ in specifics.
220226 0684c99f-6d37-4ef6-b45a-7793a8848956,OK,identical,1.0,Both questions ask about avoiding procrastination.
275643 a3417896-7b4b-44e9-9ce2-f6f739282ec4,B,scope,0.7,One is more specific about 'inner self'.
74355 0683aec4-769a-41c5-bdef-17358e4529b6,B,scope,0.7,Different focuses on reasons and thoughts behind regret.
388387 0ad6f30a-33af-4cfa-9f2a-562104c16ea1,B,scope,0.7,Different scopes: diploma holder vs. electrical engineer.
219071 3914b8a5-75c5-4b7f-a4a0-b37eec10be06,OK,lexical_gap,0.9,'Good' and 'best' convey similar meanings.
375901 0617771c-fc5d-4d55-af96-6b8c9ca7a7ad,B,scope,0.7,Different geographical scopes and specificity in questions.
394003 dd49f0f7-d8f4-42ff-b1da-bb86c3a2f1de,OK,scope,0.9,Second question is a specific case of the first.
94523 77502545-2284-4427-b01e-d0c258351488,A,unrelated,1.0,Questions address different topics entirely.
206410 4f5cf4cc-8639-4664-9cdf-7573902e485f,OK,lexical_gap,0.9,Both questions ask about overcoming procrastination.
197047 c89fae5f-033a-462d-8137-dbfc8d285c1b,OK,unrelated,1.0,Questions are about entirely different topics.
212977 fbdda00a-3dd3-4f05-95a5-6cdc71dc7928,OK,unrelated,1.0,Questions are about entirely different topics.
6499 ce03e405-d96a-4c90-82b6-1b4feee0a557,OK,scope,0.9,Different emotions and contexts are addressed.
43310 1de85322-ffc6-40cc-b1ca-71264b4138a2,OK,lexical_gap,0.9,Both questions seek similar advice on attraction.
285779 94f4c596-8004-4c75-808b-e10f355885c1,B,scope,0.7,Different focuses on safety and ecological aspects.
362877 00c9eddd-178c-4396-9746-329ee01780e8,OK,identical,1.0,Both questions ask for the best phone under 15k.
109796 d765e0ee-bff7-458f-9f3a-77095107b6f1,OK,identical,1.0,Both questions ask for the best course currently.
244823 69a97897-0003-451f-8cf3-8d0b4ea00de6,A,scope,0.9,Questions ask about different aspects of the candidates.
273274 60c716d8-424a-422d-8c8e-4be1d71757cb,OK,unrelated,0.9,Questions address different aspects of Instagram messaging.
54960 4e599680-5950-4d6d-b031-34448fb56b6c,OK,lexical_gap,0.9,Both questions ask about determining a girl's feelings.
75341 bcd183bf-06c3-4830-95c0-996642aa638c,B,scope,0.8,"One asks about increasing, the other about both increasing and reducing."
200355 2a0a9e0d-c4d9-4f7e-97ae-d58d4ca424c6,OK,unrelated,1.0,Questions are about different topics entirely.
192575 4a7ef57f-60a9-458c-851e-f0e9b75a1fa4,OK,entity,0.9,"Different subjects, but same overall question structure."
147142 97bde860-8df8-498d-8d29-5dc26fd004ba,OK,unrelated,1.0,Questions address different topics entirely.
386246 e866aaae-076f-4f48-952b-3d1e0268e6cb,OK,identical,1.0,Both questions ask the same thing using different words.
256276 eff36938-6d90-40eb-94c0-7640f89688c2,OK,unrelated,1.0,Questions are about entirely different topics.
323338 34814940-3aef-425b-bb0c-2842e7f31c05,B,scope,0.7,Different focus on love vs. support.
296191 125c3735-e236-4c82-9a80-66ed023a2b85,B,scope,0.7,Different interpretations of 'funniest' vs 'best' joke.
260365 9929f2db-159f-4012-a354-449094088393,B,scope,0.7,Different approaches: natural methods vs. diet focus.
271726 9e4faf10-365f-4b9a-a4fe-4f115f7b3579,OK,scope,1.0,Questions address different aspects of law.
308667 920aed6f-b368-4f74-afc4-05eae855bf83,B,scope,0.7,Different focus: specifications vs. overall quality.
219990 cb9d6f4f-56a5-41f2-84b7-5703282730c5,B,scope,0.7,"Different scopes: one is general, the other specific."
273072 edf336b7-ea2a-4a0b-9baf-43a66e336f12,OK,identical,1.0,Both questions ask the same thing using different phrasing.
252095 7b116fb1-cd7d-44c3-ae74-17ee1922f719,B,scope,0.8,"One is broader, the other splits advantages and disadvantages."
173132 1e271e5b-0385-4029-8bb4-4c73e81af5b0,OK,scope,0.9,Questions address different aspects of video formats.
4648 48175b40-dd30-4ce8-bc7c-6cd3aacf6bbe,B,scope,0.8,Different focus on function vs. composition.
60769 70f45ec8-3a3e-4de8-a1ca-7afea63a5ce9,OK,unrelated,1.0,Questions address different topics entirely.
270779 e9fbfb38-c18f-4f28-b2d7-2f41d5452347,OK,identical,1.0,Both questions are identical in meaning and wording.
72119 19e78541-d954-44c3-ae25-84ae579e1dd8,OK,unrelated,1.0,Questions address completely different topics.
34730 bf5bec83-6252-4892-870b-5d2c12a03efc,OK,scope,0.9,Both questions ask about starting programming learning.
374521 2a0f5107-ac2c-46f6-ae3d-11613de5e10f,OK,scope,1.0,Different locations imply different events.
284127 feddb101-bff8-464f-aaa8-ae7a13592acb,OK,unrelated,0.9,Questions address different contexts and issues.
225307 ecc0275c-bda2-4cd8-9f2c-2aa0794c8312,OK,entity,0.9,Different countries change the context of terrorism's role.
299006 8a219ace-3c4b-4a17-847c-4d487321c8bc,OK,unrelated,1.0,Questions are about entirely different topics.
244785 10288565-4445-4ee5-b932-d9430ab435aa,OK,unrelated,0.9,Different topics regarding forgiveness and actions.
111582 bce79d6f-9a7c-4366-9098-117ebbc21463,OK,entity,0.9,Different nationalities imply different cultural experiences.
309304 51a40f25-c00d-4040-aa2b-6d180bd6f4c9,OK,scope,0.9,Both questions ask about cooking substitutes.
71466 bc18dcfb-8035-4ed0-ab92-5bdb1f31fc27,OK,scope,0.9,Different focuses on training vs. general raising tips.
10972 b895ae95-e917-4e72-81e5-ee498df7f18d,OK,scope,0.9,Different focuses: introvert developer vs. general appeal.
176082 52e31b81-aec5-4e7a-a393-8a20a4c42fc2,OK,scope,0.9,Both questions ask about programming languages to learn.
195334 716f26dc-c6ed-41ee-84e4-52442855d65c,OK,lexical_gap,0.9,Both questions ask about building self-confidence.
96901 aee89afb-135b-4aba-b36e-cb3137b0f6ae,OK,unrelated,1.0,Questions are about completely different topics.
121069 748b62e7-895a-4b3b-a433-fbdfa703d49d,OK,scope,0.9,Both questions ask for a recommended Python book.
349505 ea567e13-6fc3-4d9c-b8cd-cdc726f1d448,OK,unrelated,0.9,Questions address different aspects of watch selection.
196796 c0d198b1-720a-4605-8cc5-57a2e0e02b59,OK,identical,0.9,Both questions ask about parents' reactions to being gay.
213132 99506027-ba55-4560-ba78-c481ddda7622,OK,scope,0.9,Both ask about shedding and treatment for dog mixes.
211666 1958494c-3d24-4155-a807-59234c0f0997,OK,scope,0.9,Questions address different aspects of design methodologies.
88399 bf93012a-6f39-4616-8209-f4cddc88c301,OK,unrelated,1.0,Questions are about completely different topics.
9530 eaa19e5d-5616-4317-8ea6-fd51671c38a1,OK,scope,0.9,Different questions about MeetMe's quality and alternatives.
175492 3839aec6-778e-4ea1-9d1d-4751b72b823d,OK,unrelated,1.0,Questions address different aspects of reference letters.
173709 fe24b105-5c3a-44fd-8b0d-744f08effab8,OK,unrelated,1.0,Questions address different aspects of World War I.
176914 68d91561-adb5-4d98-b4eb-eb448860d8b1,B,scope,0.7,Different focus on sentences vs. phrases.
271718 d65b246c-5bdf-4590-b087-98b983bb4830,OK,unrelated,0.9,Questions address different topics entirely.
200479 e6460b55-bfb1-4e40-b72e-20a92765b63d,A,scope,0.9,Different phrasing and specificity in questions.
8453 7172d449-9fbc-4f84-936a-dfc499789061,B,scope,0.7,Different focuses: skills vs. starting process.
125837 f796e877-3a48-4bc0-9291-58274b5d5de6,OK,scope,0.9,"Different scopes: one is general, the other specific."
157728 9b788f4c-3deb-49c0-be5e-91b7119e0b86,A,scope,0.9,"Second question adds Ramayana, changing the scope."
267422 e5a18fb7-f76e-43b7-807f-91fbea2667ae,OK,unrelated,1.0,Questions address different topics entirely.
403013 00adc6bb-cbef-44ab-a4f0-06e41c3369cb,OK,identical,1.0,Both questions ask for the same information.
98369 3105b0fa-c509-4731-9453-d0bb7654c1f8,OK,entity,1.0,Different entities are clearly referenced in both questions.
216938 9e5cb5bb-2b53-4c7d-a46a-01513d3932a9,OK,scope,0.9,Both questions ask about the quality of the sentence.
100147 8fe6b3e6-819a-4169-ac94-4a2365fd13d9,OK,scope,0.9,One question is more specific than the other.
272610 bbea2819-4b64-4b58-ad28-e5c4bec52793,OK,scope,0.9,Different focus on frequency vs. personality type.
73501 9e262522-a1ad-46c2-af82-18c4f079400b,OK,unrelated,1.0,Questions address different topics entirely.
190554 9a335dcc-5034-47b7-86cb-946f31867e65,OK,lexical_gap,0.9,Both questions ask about the same event.
45138 1df4cbae-9eeb-4376-ac2e-c493e8fcb0dc,OK,unrelated,1.0,Questions address different topics about fasting.
362475 1454e93a-8d53-4aa2-8f36-06279361c5af,OK,unrelated,1.0,Questions address different medications and effects.
310083 f347136d-4d3a-41b4-a6da-beed9345ede1,OK,identical,1.0,Both questions ask about experiences in 2016.
386856 c57ac2b3-7bb6-40d4-b2c9-55f85303b3ed,OK,entity,0.9,Different companies imply different corporate cultures.
398206 9df63ede-e2f6-44a8-bdf0-0b8cc9cf4f3d,OK,unrelated,1.0,Questions ask about different aspects of Pokémon.
44843 b86a1a12-1462-4b95-b57f-dddbc74b65b4,B,scope,0.7,"One asks for improvement, the other assumes all need it."
222185 61c190d9-525d-4a3c-b0eb-9bedcb629e10,OK,unrelated,1.0,Questions are about entirely different topics.
195414 03ed9007-4d37-4ac3-ada5-fdfed4e00a24,B,scope,0.7,"One asks about current status, the other about existence."
4049 f02c8161-d3b0-4e9b-bea1-c601d9da2bee,OK,unrelated,1.0,Questions address completely different topics.
70366 3f0ec2e6-8cd9-4480-8d3b-73ed8d3d4fb9,OK,lexical_gap,0.9,Both questions ask about tracking via mobile number.
235749 388ce92b-19c2-439d-8b28-a9473c3554fc,B,scope,0.7,One is specific to isolating transformers.
324231 057fb1e3-bdc0-4834-965c-bc5bdf22b613,OK,lexical_gap,0.9,Both questions ask about obtaining free Poké coins.
41540 5383107d-ca27-4154-9fd8-6cdf08e7d079,B,scope,0.7,"Different focus: one on quality, the other on recipes."
158713 d6327a4a-721c-4bb8-b96d-2d8f513237b0,OK,unrelated,1.0,Questions are about completely different topics.
276281 f39f12b8-f6a3-4549-ab96-3142d76b1999,OK,entity,1.0,Different countries imply different cultural dishes.
73324 43f43945-e20f-4ae0-a1fb-dd957c8d43b2,OK,unrelated,1.0,Questions address different aspects of SAT score submission.
145561 0ee91258-bd57-48dc-ab66-d1ef66b97806,OK,unrelated,1.0,Questions are about different food substitutes.
234164 eb25f19d-09d7-4fc3-8644-3eac6570ca7e,OK,scope,0.9,Different aspects of the Israelites are addressed.
154950 e5cef4f5-0e7d-48c6-adc3-d851979246d2,OK,scope,0.9,Both questions ask about the importance of high school friends.
22971 15300b70-6d2f-49e9-97ec-753354957d0b,OK,unrelated,0.9,Questions address different industries and topics.
47371 b5d7f82c-8343-4712-a0aa-dfb3fe318a84,OK,scope,0.9,Both questions address different aspects of a female president.
185598 aa74321e-37df-44f4-9e19-d6d33a0707dd,B,scope,0.8,Different coverage of domain types discussed.
262001 518da41a-0ab7-4ee6-98eb-47c186da6566,OK,entity,0.9,Different locations indicate they are not duplicates.
165631 7621e295-7cc7-4ad1-9b0d-f0400e43a372,OK,scope,0.9,Questions address different aspects of the Holocaust.
291573 3cc8abd1-4688-4ceb-9575-49d4991184ed,OK,unrelated,1.0,Questions address different topics entirely.
168050 f6c4bcb1-735e-4bde-a496-c1565d4a694e,OK,scope,0.9,Different focuses on chatbots vs shell scripting.
377471 fe4ea5da-51c6-45e7-becb-8c93151da683,OK,lexical_gap,0.9,Both questions ask about blocked calls.
312969 4ad8b61a-8c1b-469d-b546-c8f4f2db8329,B,scope,0.7,Different focus on mala types and reasons.
